"","LMA Lasso","LMA PLS","δ13C Lasso","δ13C PLS","δ15N Lasso","δ15N PLS","C Lasso","C PLS","N Lasso","N PLS","P Lasso",".P_pct"
"1",0.0450054732010406,0.0807070898766761,-0.226368322905698,-0.577190192750744,-0.0784040614016484,-0.456271651010197,0.196324311109925,0.188940314549862,0.426001454695951,0.635906566247623,-0.0547789745467138,-0.60802980885316
"2",-0.196839345708244,-0.25046649766642,-0.0037056258936885,-0.291301468573276,-0.0784040614016484,-0.0561875277719288,0.00162144177387269,-0.0289226175984472,0.0948565016427829,0.134495841639506,-0.0547789745467138,-0.251097850528525
"3",0.299541672028118,0.208055079730031,-0.219343545930174,-1.19797714007409,-0.0784040614016484,-0.797416610269441,0.0114190546813389,-0.0145063713059512,0.243622504122059,0.0982807875546688,-0.0547789745467138,0.158608906889616
"4",-0.102601173263498,-0.259712498921482,-0.061625556382072,-1.79170445403671,-0.0784040614016484,0.0146853161538112,-0.101439413797507,0.0778405332837416,0.0458565467620566,0.0968929475671035,-0.0547789745467138,0.0833578046016276
"5",0.05193506171832,0.0270516027305528,-0.987519664709135,-0.405328582386997,-0.0784040614016484,0.00707897941910918,0.0748613637386683,0.171000198445949,0.346511040046691,0.520924118918493,-0.0547789745467138,-0.0521257450021644
"6",0.0913574487514964,0.313824819038093,-0.061625556382072,-0.540799357056598,-0.0784040614016484,-0.613199896504905,-0.040160502454845,0.195521515985883,0.327180614142374,0.314559076451786,-0.0547789745467138,0.00225543263327643
"7",-0.202955573590313,0.0793779881014589,-0.233248941572676,-0.71517687525192,-0.0784040614016484,-0.0776624397157868,0.0361643133256703,0.0116802812141257,0.312311616757993,0.343589250279565,-0.0547789745467138,-0.255735536240892
"8",-0.262659629891858,-0.209599117824797,-0.061625556382072,-0.410884561132673,-0.0784040614016484,-0.343623887976278,-0.299471855675398,-0.0168318017028053,0.360480945869316,0.424346799861142,-0.0547789745467138,-0.582579539998599
"9",-0.224642547248502,-0.21102628150608,-0.654015048092197,-0.567709670115925,-0.0784040614016484,-0.0768347251689292,0.0469221911597604,0.207589657716256,0.317602063454051,0.268865712966257,-0.0547789745467138,-0.00748393195078489
"10",0.274223141518162,0.141816197294733,-0.061625556382072,-0.114208826467328,-0.0784040614016484,-0.236102520877602,0.165118718361652,0.228516270722223,0.392785265298357,0.432465962835714,-0.0547789745467138,-0.250210383780073
